PermissionAPI,PermissionName,AdminConsent,ConsentRisk,ConsentDisplayName,ConsentDescription,AdminConsentDisplayName,AdminConsentDescription,DelegatedPermissionId,ApplicationConsentDisplayName,ApplicationConsentDescription,ApplicationPermissionId
"Microsoft Graph","User.ReadWrite",false,,"Read and update your profile","Allows the app to read your profile, and discover your group membership, reports and manager. It also allows the app to update your profile information on your behalf.","Read and write access to user profile","Allows the app to read your profile. It also allows the app to update your profile information on your behalf.","b4e74841-8e56-480b-be8b-910348b18b4c",,,
"Microsoft Graph","User.ReadWrite.All",true,,"Read and write all users' full profiles","Allows the app to read and write the full set of profile properties, reports, and managers of other users in your organization, on your behalf.","Read and write all users' full profiles","Allows the app to read and write the full set of profile properties, reports, and managers of other users in your organization, on behalf of the signed-in user.","204e0828-b5ca-4ad8-b9f3-f32a958e7cc4","Read and write all users' full profiles","Allows the app to read and update user profiles without a signed in user.","741f803b-c850-494e-b5df-cde7c675a1ca"
"Microsoft Graph","UserActivity.ReadWrite.CreatedByApp",false,,"Read and write app activity to your activity feed","Allows the app to read and report your activity in the app.","Read and write app activity to users' activity feed","Allows the app to read and report the signed-in user's activity in the app.","47607519-5fb1-47d9-99c7-da4b48f369b1",,,
"Microsoft Graph","UserAuthenticationMethod.Read",true,,"Read your authentication methods.","Allows the app to read your authentication methods, including phone numbers and Authenticator app settings. This does not allow the app to see secret information like your passwords, or to sign-in or otherwise use your authentication methods.","Read user authentication methods.","Allows the app to read the signed-in user's authentication methods, including phone numbers and Authenticator app settings. This does not allow the app to see secret information like the signed-in user's passwords, or to sign-in  or otherwise use the signed-in user's authentication methods.","1f6b61c5-2f65-4135-9c9f-31c0f8d32b52",,,
"Microsoft Graph","UserAuthenticationMethod.Read.All",true,,"Read all users' authentication methods","Allows the app to read authentication methods of all users you have access to in your organization. Authentication methods include things like a user’s phone numbers and Authenticator app settings. This does not allow the app to see secret information like passwords, or to sign-in or otherwise use the authentication methods.","Read all users' authentication methods","Allows the app to read authentication methods of all users in your organization that the signed-in user has access to. Authentication methods include things like a user’s phone numbers and Authenticator app settings. This does not allow the app to see secret information like passwords, or to sign-in or otherwise use the authentication methods.","aec28ec7-4d02-4e8c-b864-50163aea77eb"," Read all users' authentication methods"," Allows the app to read authentication methods of all users in your organization, without a signed-in user. Authentication methods include things like a user’s phone numbers and Authenticator app settings. This does not allow the app to see secret information like passwords, or to sign-in or otherwise use the authentication methods.","38d9df27-64da-44fd-b7c5-a6fbac20248f"
"Microsoft Graph","UserAuthenticationMethod.ReadWrite",true,,"Read and write your authentication methods","Allows the app to read and write your authentication methods, including phone numbers and Authenticator app settings.This does not allow the app to see secret information like your passwords, or to sign-in or otherwise use your authentication methods.","Read and write user authentication methods","Allows the app to read and write the signed-in user's authentication methods, including phone numbers and Authenticator app settings. This does not allow the app to see secret information like the signed-in user's passwords, or to sign-in or otherwise use the signed-in user's authentication methods.  ","48971fc1-70d7-4245-af77-0beb29b53ee2",,,
"Microsoft Graph","UserAuthenticationMethod.ReadWrite.All",true,,"Read and write all users' authentication methods","Allows the app to read and write authentication methods of all users you have access to in your organization. Authentication methods include things like a user’s phone numbers and Authenticator app settings. This does not allow the app to see secret information like passwords, or to sign-in or otherwise use the authentication methods.","Read and write all users' authentication methods."," Allows the app to read and write authentication methods of all users in your organization that the signed-in user has access to. Authentication methods include things like a user’s phone numbers and Authenticator app settings. This does not allow the app to see secret information like passwords, or to sign-in or otherwise use the authentication methods.","b7887744-6746-4312-813d-72daeaee7e2d","Read and write all users' authentication methods ","Allows the application to read and write authentication methods of all users in your organization, without a signed-in user. Authentication methods include things like a user’s phone numbers and Authenticator app settings. This does not allow the app to see secret information like passwords, or to sign-in or otherwise use the authentication methods","50483e42-d915-4231-9639-7fdb7fd190e5"
"Microsoft Graph","UserNotification.ReadWrite.CreatedByApp",false,,"Deliver and manage your notifications","Allows the app to send, read, update and delete your app-specific notifications.","Deliver and manage user's notifications","Allows the app to send, read, update and delete user’s notifications.","26e2f3e8-b2a1-47fc-9620-89bb5b042024","Deliver and manage all user's notifications","Allows the app to send, read, update and delete user’s notifications, without a signed-in user.","4e774092-a092-48d1-90bd-baad67c7eb47"
"Microsoft Graph","UserShiftPreferences.Read.All",,,,,,,,"Read all user shift preferences","Allows the app to read all users' shift schedule preferences without a signed-in user.","de023814-96df-4f53-9376-1e2891ef5a18"
"Microsoft Graph","UserShiftPreferences.ReadWrite.All",,,,,,,,"Read and write all user shift preferences","Allows the app to manage all users' shift schedule preferences without a signed-in user.","d1eec298-80f3-49b0-9efb-d90e224798ac"
"Microsoft Graph","UserTimelineActivity.Write.CreatedByApp",false,,"Write app activity to your timeline","Allows the app to report your app activity information to Microsoft Timeline.","Write app activity to users' timeline","Allows the app to report the signed-in user's app activity information to Microsoft Timeline.","367492fc-594d-4972-a9b5-0d58c622c91c",,,
"Microsoft Graph","WindowsUpdates.ReadWrite.All",true,,"Read and write all Windows update deployment settings","Allows the app to read and write all Windows update deployment settings for the organization on your behalf.","Read and write all Windows update deployment settings","Allows the app to read and write all Windows update deployment settings for the organization on behalf of the signed-in user.","11776c0c-6138-4db3-a668-ee621bea2555","Read and write all Windows update deployment settings","Allows the app to read and write all Windows update deployment settings for the organization without a signed-in user.","7dd1be58-6e76-4401-bf8d-31d1e8180d5b"
"Microsoft Graph","WorkforceIntegration.Read.All",true,,"Read workforce integrations","Allows the app to read workforce integrations, to synchronize data from Microsoft Teams Shifts, on your behalf.","Read workforce integrations","Allows the app to read workforce integrations, to synchronize data from Microsoft Teams Shifts, on behalf of the signed-in user.","f1ccd5a7-6383-466a-8db8-1a656f7d06fa",,,
"Microsoft Graph","WorkforceIntegration.ReadWrite.All",true,,"Read and write workforce integrations","Allows the app to manage workforce integrations, to synchronize data from Microsoft Teams Shifts, on your behalf.","Read and write workforce integrations","Allows the app to manage workforce integrations, to synchronize data from Microsoft Teams Shifts, on behalf of the signed-in user.","08c4b377-0d23-4a8b-be2a-23c1c1d88545","Read and write workforce integrations","Allows the app to manage workforce integrations to synchronize data from Microsoft Teams Shifts, without a signed-in user.","202bf709-e8e6-478e-bcfd-5d63c50b68e3"
"Microsoft Graph","eDiscovery.Read.All",true,,"Read all eDiscovery objects","Allows the app to read eDiscovery objects such as cases, custodians, review sets and other related objects on your behalf.","Read all eDiscovery objects","Allows the app to read eDiscovery objects such as cases, custodians, review sets and other related objects on behalf of the signed-in user.","99201db3-7652-4d5a-809a-bdb94f85fe3c","Read all eDiscovery objects","Allows the app to read eDiscovery objects such as cases, custodians, review sets and other related objects without a signed-in user.","50180013-6191-4d1e-a373-e590ff4e66af"
"Microsoft Graph","eDiscovery.ReadWrite.All",true,,"Read and write all eDiscovery objects","Allows the app to read and write eDiscovery objects such as cases, custodians, review sets and other related objects on your behalf.","Read and write all eDiscovery objects","Allows the app to read and write eDiscovery objects such as cases, custodians, review sets and other related objects on behalf of the signed-in user.","acb8f680-0834-4146-b69e-4ab1b39745ad","Read and write all eDiscovery objects","Allows the app to read and write eDiscovery objects such as cases, custodians, review sets and other related objects without a signed-in user.","b2620db1-3bf7-4c5b-9cb9-576d29eac736"
"Microsoft Graph",email,false,,"View your email address","Allows the app to read your primary email address","View users' email address","Allows the app to read your users' primary email address","64a6cdd6-aab1-4aaf-94b8-3cc8405e90d0",,,
